,date,favorite_count,followers_count,friends_count,full_text,retweet_count,retweeted,screen_name,tweet_id,user_id,user_mentions,length
501,2019-06-03 10:13:48,0,0,102,@swiggy_in seriously?  Reduce the prices to delivery boys where they used to receive 20rs on a ride now they are receiving mere 5rs. Do you want to make profits by making your own employees suffer? why did you reduce their payment? When we hardly see discounted prices in your app,0,,MrGouthamReddy0,1135489753212579841,893140579172929540,['swiggy_in'],280
502,2019-06-03 10:11:59,0,1,21,@zomatocare @ZomatoIN So what happened? No response from @zomatocare @SwiggyCares,0,,ajeetshenoy,1135489297715351553,891644094715277312,"['zomatocare', 'ZomatoIN', 'zomatocare', 'SwiggyCares']",81
503,2019-06-03 10:10:58,0,915,449,@MatungaMami @swiggy_in And pls share halwa with me 😍😍,0,,DhooDala,1135489042076749827,2748252979,"['MatungaMami', 'swiggy_in']",54
504,2019-06-03 10:10:43,0,3,4,"As long as there's the heavenly combination of Kung Pao Chicken and Burnt Garlic Fried Rice, we are completely okay 😉

Order this heavenly bowl from a monkey near you. Exclusively available on @swiggy_in!

#Chinese #KungPaoChicken #BurntGarlicFriedRice  #Mumbai https://t.co/CgddsCyoT2",0,,mandarinmonkey_,1135488979191525379,1127902679420657664,[],285
505,2019-06-03 10:09:50,0,8420,41,@SwiggyCares @sankar485 How did you get our Sankaranna's photo??,0,,ynakg2,1135488757824516096,990759534602764288,"['SwiggyCares', 'sankar485']",64
506,2019-06-03 10:08:53,0,27,24,@Prasad82222283 @swiggy_in Zomato is best i repeat,0,,Gagan443,1135488517134381057,877164774693363713,"['Prasad82222283', 'swiggy_in']",50
507,2019-06-03 10:06:34,0,1,9,"@swiggy_in My order has been accepted but restaurant was closed i have already made the payment via Amazon pay now this is being unfair to me as its your technical error due to which i will get refund after 5 days.
#swiggy",0,,DhavalG70433111,1135487935694942209,1080174536018915328,['swiggy_in'],222
508,2019-06-03 10:05:17,0,27,105,"@dominos @dominos_india @swiggy_in @SwiggyCares Dear Guest, 300.00 Domino's Points for LATE DELIVERY REFUND against Order No 99 ,dated Jun 02 2019 04:21 PM  has been credited into your Domino's Wallet. Your updated balance is 300.0. Go to https://t.co/auRP90peYG to use your point https://t.co/K317fxTQiY",0,,Tweet_Bhush,1135487609390501889,3007560026,"['dominos', 'dominos_india', 'swiggy_in', 'SwiggyCares']",304
509,2019-06-03 10:05:14,1,321,638,"@SwiggyCares Thanks for all the help. Spoke to Mohit on call and he assured me this won't happen again. Thanks for a quick response, much appreciated! :)",0,,SampadaMoghe,1135487600108556288,106005319,['SwiggyCares'],153
510,2019-06-03 10:05:00,5,1815609,289,"New app for ordering tiffins, homestyle meals, 'Swiggy Daily' is currently delivering only in Gurugram

@swiggy_in

https://t.co/UOsUX6cdd4",0,,livemint,1135487538884251648,17673635,['swiggy_in'],139
511,2019-06-03 10:04:14,0,10,19,@SwiggyCares It's not been resolved yet,0,,AfreenAnsari2,1135487347598905345,441816595,['SwiggyCares'],39
512,2019-06-03 10:03:42,0,15,102,#DelhiMetro Hire delivery girls instead of boys in Delhi. Cost effective for company😀 women empowerment for Govt😀.@swiggy_in @ZomatoIN,0,,vetakash,1135487213737730048,508840574,"['swiggy_in', 'ZomatoIN']",134
513,2019-06-03 09:59:32,0,0,2,@SwiggyCares I placed an order from MOODSWINGS for 2 Chinese combos and 1 kashmiri pulav and you are gracious enough to deliver a strand of hair and stones along with the rice for a cost of Rs 281 Shame on you Swiggy and horrible experience from customer service team.,0,,LohitSh42399633,1135486164318638080,1135484480980807680,['SwiggyCares'],268
515,2019-06-03 09:59:13,0,31,290,@SwiggyCares Hoping dominos would call me now basis your escalation. Your control. Over dominos is concerning otherwise,0,,prateek_bapat,1135486083024613377,504181837,['SwiggyCares'],119
516,2019-06-03 09:50:38,0,31,290,"@SwiggyCares Got a call, person said he will escalate to dominos",0,,prateek_bapat,1135483922781855744,504181837,['SwiggyCares'],64
517,2019-06-03 09:48:23,31,7832,273,Introducing Swiggy Daily. Say goodbye to your daily food woes :) @anujrathi @harshamjty @nandanreddy @swiggy_in https://t.co/RLCdJM40nE,4,,Alok_Jain,1135483360115953665,14525011,"['anujrathi', 'harshamjty', 'nandanreddy', 'swiggy_in']",135
520,2019-06-03 09:40:07,0,37,320,@SwiggyCares Got it,0,,inexorablebhavs,1135481276729765888,122042511,['SwiggyCares'],19
521,2019-06-03 09:40:00,1,0,37,A humble thanks to @swiggy_in and @UberEats_IND that you were there to satisfy my hunger. #zomatochorhai #zomato_sucks #swiggy_best_hai #uber_eats_to_best_always,0,,GurdittSodhi,1135481249785454593,992463139877867520,"['swiggy_in', 'UberEats_IND']",161
522,2019-06-03 09:40:00,0,0,37,"It's really pathetic, I ordered 2 drinks and both were leaked before delivery and when I complained about this, @ZomatoIN @zomatocare you are charging cancellation charges. The delivery guy was trying to snatch the drink when I taking its picture. @SwiggyCares @UberEats_IND https://t.co/pDfDayYACS",0,,GurdittSodhi,1135481246539177986,992463139877867520,[],298
523,2019-06-03 09:38:07,0,170,69,"@swiggy_in @SwiggyCares like seriously. 😂😂😂😂
Cant believe you people running a company in such standards. https://t.co/PhLPYQpknI",0,,oruvanIn,1135480773253853188,166992478,"['swiggy_in', 'SwiggyCares']",129
524,2019-06-03 09:35:06,3,24,51,"#swiggy @SwiggyCares @swiggy_in 
3 times I placed Swiggy order. Worst experience ever. 1st time order not taken, 2nd Swiggy said restaurant closed. 3rd time Swiggy app took extra order for which I did not order and got none of my refund yet. https://t.co/rcSontSJf4",0,,ben_regi,1135480016458829824,1098954474,"['SwiggyCares', 'swiggy_in']",265
525,2019-06-03 09:30:17,0,67,1,"Excellent job by @swiggy_in and ""A+"" for SSL/TLS encryption at https://t.co/2pTuvqKqNt . Well done! #SSL #TLS #ssltls",0,,ssladdict,1135478804510625792,1001117391357665285,['swiggy_in'],117
526,2019-06-03 09:28:33,1,51,935,@SwiggyCares  Thank you  for understanding problem and solving it.. U guys are best in understanding the customer problems. Compared to @zomatocare ...,0,,Abhi57880249,1135478366130229248,836492578614804480,['SwiggyCares'],151
528,2019-06-03 09:27:05,1,651,23,"@DhooDala @swiggy_in I bought a few chocko bars and gave to random security people near my building when Modi won in https://t.co/ITDIdGdbV7 in 2019 
MY GRIN was FIXED FROM EAR TO EAR!How could I eat or treat others?Lol.When I came back to my senses I prepared Badam halwa",0,,MatungaMami,1135477999212646400,2354362796,"['DhooDala', 'swiggy_in']",272
529,2019-06-03 09:24:33,0,6,84,"@zomatocare @swiggy_in @foodpandaIndia @UberEats_IND @SwiggyCares @ZomatoIN 
Thankyou guys. https://t.co/KcDhRKqkyW",0,,YashJai96002420,1135477362328342528,1135060542412845056,"['zomatocare', 'swiggy_in', 'foodpandaIndia', 'UberEats_IND', 'SwiggyCares', 'ZomatoIN']",115
530,2019-06-03 09:24:13,0,23,225,"@SwiggyCares Hi, when I went to order my food it was showing Rs 171 after the coupon being applied but otp came for Rs 251 and I was not allowed to use the coupon again. What kind of scam is this? 
Is showed click to pay Rs 171 on the payment gateway also. Please explain this.",0,,TheMayurJha,1135477277993684993,734942207015145473,['SwiggyCares'],277
533,2019-06-03 09:19:49,4,170,69,"I would have walked, finished my lunch and back by this time.

Pathetic experience with you guys through the day. 
@swiggy_in @SwiggyCares https://t.co/XUThKizMO2",0,,oruvanIn,1135476167450931200,166992478,[],162
534,2019-06-03 09:11:24,0,45,31,"Thanks @SwiggyCares for quick resolution. But please do something about your integration with @amazonpay. For the 3rd time, my transaction failed and amount was not credited back automatically over a week and I need to keep bugging you.",0,,vibhav1712,1135474051449667584,38654422,"['SwiggyCares', 'amazonpay']",236
535,2019-06-03 09:10:46,0,36,119,"To all food Deliveryg partners kindly update all the App's With providing a one option like weather the is available or not (with an pop Button in the App) by diving it into avalible or not.
Hope for best results

@swiggy_in @Zomato @UberEats_IND",0,,gani5739,1135473893311803392,1477108022,[],246
536,2019-06-03 09:08:11,0,0,7,"@SwiggyCares  is it the way to deal with the customer?""no response"" https://t.co/p7vCjg4aQg",0,,Himanshukhudan,1135473242569732096,875658676656144384,['SwiggyCares'],91
537,2019-06-03 09:08:00,0,37,320,@swiggy_in @SwiggyCares  ordered qt 1.33 when it showed delivery time 37 mins. Its 2.37pm now https://t.co/GsEoK4Jw0K,0,,inexorablebhavs,1135473196638003201,122042511,"['swiggy_in', 'SwiggyCares']",117
538,2019-06-03 09:07:02,0,219,290,@Zomato @zomatocare are u guys on long leave??? Don't even bother to respond!!! I guess time to shift to @swiggy_in ...so my next order wud b through them,0,,sumongantait,1135472951518613504,26831329,"['Zomato', 'zomatocare', 'swiggy_in']",154
539,2019-06-03 08:59:09,0,5,36,@swiggy_in What’s wrong? Why is every restaurant unserviceable? :/,0,,kartik19934,1135470968111951872,889462693110874112,['swiggy_in'],66
541,2019-06-03 08:54:02,0,321,638,@SwiggyCares I have DMd you further details. Please look into it. Thanks.,0,,SampadaMoghe,1135469679416209409,106005319,['SwiggyCares'],73
542,2019-06-03 08:53:37,0,547,96,"@SwiggyCares Mr. Anukeet as you told me if my money is not refunded till 3rd June, We'll refund it manually, so what's the process? 
I didn't get my money yet🙄",0,,im_prateek_gpt,1135469577603756034,539640545,['SwiggyCares'],159
543,2019-06-03 08:50:59,0,1,1,"@SwiggyCares Hello Swiggy,
I ordered my food yesterday night but due to some problem food got wasted as told by your food delivery executive.
After one hour he called and informed the same but please tell me who is responsible for this.
Why you have charged cancellation fees.",0,,Pradeep_1099,1135468912089260034,1110437970413346816,['SwiggyCares'],276
544,2019-06-03 08:49:13,0,91,285,"@SwiggyCares I have already replied back to your DM.

Have a look at it!",0,,imprateekverma,1135468469455998977,330299252,['SwiggyCares'],72
545,2019-06-03 08:48:19,0,0,9,"@SwiggyCares Resolve my issue on dm.
Reply me.. initiate my refund of 190rs in my source account..",0,,Shikhar38688164,1135468240845430785,1135461599265771520,['SwiggyCares'],98
547,2019-06-03 08:44:13,0,321,638,"@swiggy_in @SwiggyCares Everytime someone in my parents building orders from Swiggy, your delivery boys always ring my parents doorbell. They are senior citizens and they get disturbed by this. Odd times someone else will order and the delivery comes to my parents flat. Why?",0,,SampadaMoghe,1135467211550629889,106005319,"['swiggy_in', 'SwiggyCares']",275
550,2019-06-03 08:41:05,0,91,285,"@SwiggyCares Your chat executive called me and while I was speaking with him, he hung up on me.",0,,imprateekverma,1135466420119040001,330299252,['SwiggyCares'],95
551,2019-06-03 08:40:17,0,3,201,@DhooDala @swiggy_in OK.,0,,vaidhyanathan_n,1135466218750529536,1059032321855123456,"['DhooDala', 'swiggy_in']",24
552,2019-06-03 08:40:12,0,0,0,@UberEats_IND : worst platform. @swiggy_in and @ZomatoIN  are much better,0,,Suhita63181334,1135466199368708096,1093527527727845381,"['UberEats_IND', 'swiggy_in', 'ZomatoIN']",73
553,2019-06-03 08:39:22,0,8,52,"@deepigoyal You have no idea how your peers in Bangalore are serving your customers...  Even after tagging you,  it's of no use.  @ZomatoIN @zomatocare @Zomato @ZomatoUS Looting customers..  #bangalorefoodies @foodpandaIndia @UberEats_IND @SwiggyCares way better than zomato https://t.co/r99yglTW9H",0,,RayRoyale,1135465987896070145,2298203863,['deepigoyal'],298
554,2019-06-03 08:37:53,0,13,4,@SwiggyCares Not even ur customer but suffer due to reckless driving and incentives. This is totally unworthy.,0,,BanerjiSaurav,1135465617736081408,941559391735525376,['SwiggyCares'],110
555,2019-06-03 08:36:05,0,13,4,"@SwiggyCares Yesterday, again a bike driver of Swiggy was rash driving and even he violated traffic signal and in a zig zag manner disappeared. Due to this an aged couple had to push full force brake and they fumbled. Is is serving to customer at the stake of life who are",0,,BanerjiSaurav,1135465164596076545,941559391735525376,['SwiggyCares'],272
556,2019-06-03 08:35:01,0,12,63,"@swiggy_in @SwiggyCares @nandanreddy Since 3 days H restaurant is showing unserviceable al the day hardly 10 mins it shows online.
Day by day the orders are coming down trusted a lot on you.. Only because of swiggy i started.. restaurant
Rest ID:85190",0,,MohanXing,1135464892780224512,597751299,"['swiggy_in', 'SwiggyCares', 'nandanreddy']",251
557,2019-06-03 08:33:58,0,91,285,"@SwiggyCares your chat executive is not helping me, it's been almost 30 minutes now and no delivery guy has been assigned till now for my order yet.

Please help! https://t.co/bch7vtdn6d",0,,imprateekverma,1135464629914619905,330299252,['SwiggyCares'],186
558,2019-06-03 08:33:07,0,8,154,@swiggy_in 🤣🤣,0,,AvinashShubham,1135464414956548096,1112683958351716352,['swiggy_in'],13
559,2019-06-03 08:32:34,62,3321,200,"Announcing a brand new app @SwiggyDaily for homestyle meal subscriptions in Gurgaon, from the house of @swiggy_in. With a variety of homechefs and mid sized kitchens, Daily gives you full control of your subscription - swap, cancel, pause anytime. 👊👊

https://t.co/TVrpFidzJP",12,,anujrathi,1135464277274386432,16254870,"['SwiggyDaily', 'swiggy_in']",275
560,2019-06-03 08:32:10,0,0,9,@SwiggyCares @swiggy_in Today is my 3rd order from swiggy.nd the experience was very bad which i cant explain it to u. I ordered kalakand nd stale sweets delivered to me which is not fresh and very bad no body able to eat.feel very embarasing in front of my guest.Refund  my money https://t.co/ew9jO5tVa8,0,,Shikhar38688164,1135464179576561664,1135461599265771520,"['SwiggyCares', 'swiggy_in']",304
561,2019-06-03 08:29:25,0,51,935,@SwiggyCares  I have two problems with swiggy. 1) I told them to tell the restaurant not to use plastic  but they are used.... 2) the food order is made up of very quality rice. And some items are missing also..,0,,Abhi57880249,1135463486018822144,836492578614804480,['SwiggyCares'],211
562,2019-06-03 08:29:01,0,204,762,"@SwiggyCares Sent!

Thanks",0,,DeekshaTeri,1135463384038535168,777089689853366272,['SwiggyCares'],26
563,2019-06-03 08:25:16,0,710,440,"@SwiggyCares Open App,
Select Location,
Reorder last..
Saves a lot of time :)",0,,shubhodeepdas,1135462441876316161,15124890,['SwiggyCares'],77
564,2019-06-03 08:25:05,1,187,1264,"Kudos to Rohan (from Customer Relation Team) @swiggy_in Great Skills!! He has assured us for the compensations. Thank you!
Installing Swiggy with new hopes now!!",0,,AskHarshit,1135462394480668672,3403797255,['swiggy_in'],161
565,2019-06-03 08:22:17,0,204,762,"Hi @swiggy_in , I have received OTPs even though I did not order anything (last three messages). 

I have checked my app and I cannot apot any orders. But just to be super sure, can you please take a look at this?

Thanks!

@SwiggyCares https://t.co/rXJQmZ8edn",0,,DeekshaTeri,1135461690357633024,777089689853366272,['swiggy_in'],260
566,2019-06-03 08:16:16,0,19,76,@SwiggyCares @swiggy_in item se jyda too service charge haiii??? https://t.co/dm5Cw9Ogyy,0,,SunnyTomer10,1135460175727484928,782659383016599552,"['SwiggyCares', 'swiggy_in']",88
567,2019-06-03 08:14:33,0,320,51,@SwiggyDaily @SwiggyCares @WeAreSwiggy @swiggy_in Not able to send messages... https://t.co/oCk5gqyH3W,0,,Anandajoshi,1135459744796237824,222061161,"['SwiggyDaily', 'SwiggyCares', 'WeAreSwiggy', 'swiggy_in']",102
568,2019-06-03 08:14:04,0,12,89,@SwiggyCares @swiggy_in # your services are worsen day by day. FYI# unsatisfied customer,0,,Chiragabhi8,1135459624331517952,203979566,"['SwiggyCares', 'swiggy_in']",88
569,2019-06-03 08:13:09,0,442,489,@swiggy_in @SwiggyCares ...order given to swiigy received with tags of @Zomato ...great colab https://t.co/j6zjtrxaKg,0,,Sanjit_rajputr,1135459392868896769,4883419500,"['swiggy_in', 'SwiggyCares', 'Zomato']",117
570,2019-06-03 08:10:46,0,86,421,@SwiggyCares Pathetic services by Swiggy. Had ordered food 1Hr 50 mins back &amp; the delivery guy is unreachable. Customer care you just have to wait it out till the delivery guy is reachable.,0,,utkonline,1135458790382264320,98929326,['SwiggyCares'],193
571,2019-06-03 08:10:43,0,158,454,Worst service of swiggy @swiggy_in @SwiggyCares the delivery executive has switched off the phone and delivered to different address https://t.co/dioxvhIyb6,0,,IamVP77,1135458781045768192,2785220386,"['swiggy_in', 'SwiggyCares']",156
572,2019-06-03 08:10:28,0,31,89,@SwiggyCares my ordered was handed over to a wrong address and over that delivery agent not answering calls...Now u r not ready to give a compensation for the harassment....order#42617147107,0,,SujoyBhowmik1,1135458717594312705,4627611073,['SwiggyCares'],190
573,2019-06-03 08:08:44,0,55,225,@swiggy_in @SwiggyCares name : annees customer service is very rude,0,,itsmechinnaaa,1135458278865924097,183976431,"['swiggy_in', 'SwiggyCares']",67
574,2019-06-03 08:06:39,0,56,214,@SwiggyCares Don't order with @SwiggyCares pop! Most of them are fucking frauds waiting to take your money. And then @swiggy_in will simply swallow that money up in the name of refund within 5-7 days,0,,ganguly_pushpal,1135457755941097473,867068878509162496,"['SwiggyCares', 'SwiggyCares']",199
575,2019-06-03 08:05:13,0,56,214,@SwiggyCares Look at this. @swiggy_in refuses to act upon the errant restaurant. How nice is that?,0,,ganguly_pushpal,1135457396019437570,867068878509162496,"['SwiggyCares', 'swiggy_in']",98
576,2019-06-03 08:02:43,0,67,250,@swiggy_in @GnanuC,0,,GnanuC,1135456768098619392,866691014895034368,"['swiggy_in', 'GnanuC']",18
578,2019-06-03 08:00:28,0,56,214,@SwiggyCares Yeah. But put on your excuse here. I want the world to see how you defend your shitty partners,0,,ganguly_pushpal,1135456198298259456,867068878509162496,['SwiggyCares'],107
579,2019-06-03 07:59:15,0,128,0,"@Anandajoshi @SwiggyCares @WeAreSwiggy @swiggy_in Hey Anand, apologies for the disappointing experience. Kindly connect with us over DM so we can have this looked into. https://t.co/OfVeTz3miG",0,,SwiggyDaily,1135455893489774592,1095586603941060608,"['Anandajoshi', 'SwiggyCares', 'WeAreSwiggy', 'swiggy_in']",192
581,2019-06-03 07:58:00,0,28,24,@SwiggyCares I feel u people r not even interested in resolving the issue if ur regular customer.  Hats off to your service.,0,,PhaniSekhar1,1135455577797095425,356706680,['SwiggyCares'],124
582,2019-06-03 07:57:07,0,45,31,"Hi @SwiggyCares again same issue. On 26th May, one transaction failed with Amazon pay and till today, I am waiting for my money to be back in amazon pay wallet. This is unacceptable. I will only do cash transactions on swiggy from now on. #swiggy #badservice #refund",0,,vibhav1712,1135455357671600128,38654422,['SwiggyCares'],266
584,2019-06-03 07:53:40,0,1436,671,@swiggy_in kindly give caps to your cyclist delivery boys....unprecedented heat wave across the country,0,,anupamaskapoor,1135454489345966081,4783015236,['swiggy_in'],103
585,2019-06-03 07:52:15,0,7,24,@SwiggyCares @swiggy_in @WeAreSwiggy @swiggydaily Order a chicken roll but my order was missing it.Complained about it and a replacement was issued which was then automatically cancelled.Asked for a refund which was approved but now is being denied. Ps help. Ss attached for proof https://t.co/JkXSxI5R5Y,0,,coolashwini007,1135454130988732416,1382458274,"['SwiggyCares', 'swiggy_in', 'WeAreSwiggy', 'SwiggyDaily']",304
586,2019-06-03 07:52:07,0,56,214,@SwiggyCares Yeah. A great service. I am thankful that the frauds of swiggy dmd me,0,,ganguly_pushpal,1135454098856091648,867068878509162496,['SwiggyCares'],82
587,2019-06-03 07:51:54,0,10,562,@SwiggyCares @swiggy_in it’s been a regular practice of your crap service to deliver order late. And it’s Monday afternoon and still you are facing high demand as mentioned.,0,,vax100,1135454044368097280,75228955,"['SwiggyCares', 'swiggy_in']",173
588,2019-06-03 07:48:25,0,765,162,@SwiggyCares Check ur dm,0,,shwetabh2,1135453166324146177,361063428,['SwiggyCares'],24
589,2019-06-03 07:48:24,0,1,21,@swiggy_in will you'll be better?,0,,ajeetshenoy,1135453164797251584,891644094715277312,['swiggy_in'],33
590,2019-06-03 07:44:59,0,55,225,@swiggy_in order no #42453281704 disappointed with this food and till now I didn’t get the refund amount.. it’s very bad for ur laziness in refunding the amount,0,,itsmechinnaaa,1135452301575958528,183976431,['swiggy_in'],160
591,2019-06-03 07:42:18,0,56,214,"Hello to my seven lettered frauds of @swiggy_in, yet another cancelled order. Time for you to wag your tails and say you're sorry, right? And guess what that order is still there. I want to know why? https://t.co/TCksaBavqH",1,,ganguly_pushpal,1135451629333782528,867068878509162496,['swiggy_in'],223
592,2019-06-03 07:37:57,0,765,162,@SwiggyCares A Google earth investigation revealed a food cart by this name in the indira nagar area.. Now investigate whether its the same or any else.. The most 3rd class food ever,0,,shwetabh2,1135450531634274305,361063428,['SwiggyCares'],182
593,2019-06-03 07:36:50,0,765,162,"@SwiggyCares Have sent u all details via dm... Do check... When I had complained in April to ur exec over the bad quality food, all I had got was a "" we are sorry"" response and nothing else..",0,,shwetabh2,1135450252906029057,361063428,['SwiggyCares'],191
594,2019-06-03 07:35:07,0,0,2,@SwiggyCares the message was something like this https://t.co/ZSsPhkhyL5,0,,moonstruckmoth,1135449821576196096,196053043,['SwiggyCares'],72
595,2019-06-03 07:33:22,0,0,2,@SwiggyCares my order failed with message that pacman ate my order. The order doesn't appear in order history but money has been deducted. What's happening here?,0,,moonstruckmoth,1135449381052641280,196053043,['SwiggyCares'],161
597,2019-06-03 07:32:28,2,1414,3744,"Delivery Agents of @swiggy_in are their servants who serve the company on terms set by the corporate giant. They can't unionise, they cant peacefully protest, if they do they are kicked out. 
@Madhavspeaks is this how Swiggy treats its partners? Slavery?
https://t.co/GkMK6BivgH",0,,ROALY,1135449153746563072,83096958,['swiggy_in'],278
599,2019-06-03 07:30:03,0,187,1264,"@SwiggyCares I have no hopes from you. You need to revise your T&amp;C, there are actually none. You are stealing money from people's pocket nothing else. It's already 1pm, that too on Monday. You have no time to call. 🔔 Break your heart. #Fake #Cheat",0,,AskHarshit,1135448546960760832,3403797255,['SwiggyCares'],251
600,2019-06-03 07:21:31,1,988,743,@Marinersrevenge @swiggy_in Thank you,0,,ShikhaGupta__,1135446398692802560,18095212,"['Marinersrevenge', 'swiggy_in']",37
601,2019-06-03 07:20:12,0,2,9,@SwiggyCares please do check DM,0,,chetna_gaba,1135446065853820928,1106833743933816833,['SwiggyCares'],31
602,2019-06-03 07:19:04,0,943,1054,@Priyank04091976 @amit2648 @swiggy_in @SwiggyCares 🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,,thegreatgabbarr,1135445780012003328,720838385976258560,"['Priyank04091976', 'amit2648', 'swiggy_in', 'SwiggyCares']",60
604,2019-06-03 07:16:14,0,292,183,"@Zomato 300+ cities vs @swiggy_in 197 cities. 
https://t.co/G1krCKyMUl via @FinancialXpress @mohitcharu @deepigoyal @AlibabaGroup @harshamjty @Naspers @dst_global",0,,sandeep_soni19,1135445068049870848,104929754,"['Zomato', 'swiggy_in', 'FinancialXpress', 'mohitcharu', 'deepigoyal']",162
605,2019-06-03 07:13:32,0,2,9,@swiggy_in how many times should u guys play and fool customer please atleast if u cant serve atleast refund our hard earn money #horrible services,0,,chetna_gaba,1135444389130428416,1106833743933816833,['swiggy_in'],147
607,2019-06-03 07:10:57,0,24,113,@ShikhaGupta__ @swiggy_in Congratulations @ShikhaGupta__ !,0,,Marinersrevenge,1135443737062936576,461082445,"['ShikhaGupta__', 'swiggy_in', 'ShikhaGupta__']",58
610,2019-06-03 07:07:31,0,1801,5001,"and food from @swiggy_in The amount of plastics these companies have used to fulfil my orders is horrible. For @swiggy_in , I had specified in my order to not send any tissue papers and cutlery. However, that was overlooked. For @1mgOfficial the volume of plastic was more than",0,,swarandeepkambo,1135442876333092864,52533118,['swiggy_in'],277
611,2019-06-03 07:07:22,0,119,140,"@SwiggyCares Hi, I have a Swiggy Daily plan active but lost my phone. So, it will be impossible for the delivery executive to contact me. Will it be possible to cancel the plan or provide an alternate number? Urgent!",0,,iamdgd,1135442837166682117,217408140,['SwiggyCares'],216
613,2019-06-03 07:03:21,0,0,75,@SwiggyCares Send him my thanks 😊,0,,Balamsrinath,1135441827635507201,1512604754,['SwiggyCares'],33
614,2019-06-03 07:00:36,2,54,218,"I got a wromg order, agents said i will be getting a refund but did not after 2days! Now all agents are running away saying they xannot do anything! Never order from swiggy! Thieves! @swiggy_in @swiggyindia @SwiggyCares #swiggy #thief #onlinefood #ecom #Mumbai",0,,dhruv_20,1135441132979048448,231541990,[],260
615,2019-06-03 06:57:13,0,13,194,@tushar009700 @SwiggyCares Thnk u so much broman♥️,0,,Sankalp37567863,1135440281195540481,1098863924735365121,"['tushar009700', 'SwiggyCares']",50
616,2019-06-03 06:54:41,0,22,197,@WeAreRanchi @swiggy_in @SwiggyCares Swiggy or piggy?,0,,GautamRan,1135439643262894080,1088276648,"['WeAreRanchi', 'swiggy_in', 'SwiggyCares']",53
617,2019-06-03 06:54:07,0,22,197,@SwiggyCares @WeAreRanchi Swiggy or piggy?,0,,GautamRan,1135439502481154049,1088276648,"['SwiggyCares', 'WeAreRanchi']",42
618,2019-06-03 06:52:06,0,57,222,@swiggy_in why to run a business if you cannot ensure a good quality and quantity.,0,,neha_sharma7880,1135438994471178240,96074319,['swiggy_in'],82
619,2019-06-03 06:50:50,0,47,392,@dhuppi_harika @swiggy_in Pls check DM,0,,nanikkumar,1135438675708338176,1001161632,['swiggy_in'],38
620,2019-06-03 06:48:08,2,14,83,"Happy birthday our dear friend. We all hope that your special day is full of fun and happiness. We are always with you in any situation, our friends are like a stars and always having only fun and enjoyment. 🤗🤗 @SwiggyCares @swiggy_in @swiggydesign @WeAreSwiggy https://t.co/domfIWjrBA",1,,PondiSwiggy,1135437996868624385,1105682688504061954,[],285
621,2019-06-03 06:45:59,0,5,147,@Sankalp37567863 @SwiggyCares Use code swiggyit in “apply coupon”. It will work.,0,,tushar009700,1135437455174168576,1225317806,"['Sankalp37567863', 'SwiggyCares']",80
622,2019-06-03 06:45:57,0,57,222,@swiggy_in combined fraud by swiggy and chai point and none is ready to take the responsibilty..wow #swiggy @ChaiPoint_cares https://t.co/UWlwfPfZXQ,0,,neha_sharma7880,1135437449306419201,96074319,['swiggy_in'],148
623,2019-06-03 06:45:13,0,201,283,@SwiggyCares Yes please. Can you call me right now?,0,,IndianEnganche,1135437261275688961,1131416865496977408,['SwiggyCares'],51
624,2019-06-03 06:41:43,1,4094,16,"@SinghSimaranjit @Zomato @swiggy_in @UberEats We appreciate your thoughtfulness and applaud your compassion. Sometimes all it takes is a little bit of warm to beat the heat :)
Thank you Simranjit!",0,,DunzoIt,1135436381419757569,2301046225,"['SinghSimaranjit', 'Zomato', 'swiggy_in', 'UberEats']",196
625,2019-06-03 06:40:19,0,0,2,"1/2 @SwiggyCares Hi, a friend of mine ordered a 2 veg items, received 2 non veg items, upon complaining , customer care said 156 will be refunded instead of 332 of what she paid. Instead of that, she said she wants replacement , now swiggy ordered Just one item worth 190.",0,,raul_tanvi,1135436028951449600,1135433723363508224,['SwiggyCares'],272
626,2019-06-03 06:40:16,0,0,2,2/2 @SwiggyCares Which was eventually cancelled. Hello refund?,0,,raul_tanvi,1135436018016870400,1135433723363508224,['SwiggyCares'],62
627,2019-06-03 06:39:01,1,106,490,Found a hair in my @swiggy_in order. Really shoddy work. https://t.co/4IYfTFAC6G,0,,deepsekharc,1135435702378700800,729228122336407552,['swiggy_in'],80
628,2019-06-03 06:38:01,0,5,73,@SwiggyCares Audience be aware that I suffered badly last night after eating the poison swiggy n their restaurant partners had delivered but good n determined now to expose them,0,,abhay1405,1135435452146569218,514424207,['SwiggyCares'],177
629,2019-06-03 06:34:26,3,201,283,"Hello @swiggy_in @SwiggyCares 

Order Number-42616353064

Your delivery associates have been stealing my food. This is the second consecutive order that one of your delivery associates has called me up and said they have met with an accident. https://t.co/n0B8I2qTzI",0,,IndianEnganche,1135434547372281856,1131416865496977408,"['swiggy_in', 'SwiggyCares']",266
630,2019-06-03 06:34:07,0,5,73,"@SwiggyCares When humbly raising the issue didn't let u reach out to me untill putting it more publically n exposing you, says alot in depth of the scam u r running. Restaurants are just one of the connecting dots in several where master is swiggy @htTweets @fssaiindia @timesofindia",0,,abhay1405,1135434468125097984,514424207,['SwiggyCares'],283
